name,height_in,gender,birth_year,birth_age,death_year,death_age,years_alive,hair,series
Meilan Mendiana,NA,Male,NA,NA,999,NE,NA,Gray,wot
Meneril,NA,Male,NA,NA,NA,NA,NA,NA,wot
Merekel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Merk (farmer),NA,Male,NA,NA,NA,NA,NA,NA,wot
Merk the Giant,NA,Male,NA,NA,NA,NA,NA,NA,wot
Owyn Merrilin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Thom Merrilin,72,Male,NA,NA,NA,NA,NA,White,wot
Nicoli Merseneos den Ballin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Metalan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Metwyn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aldin Miheres,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mikel of the Pure Heart,NA,Male,NA,NA,NA,NA,NA,NA,wot
Soran Milo,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mintel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kennar Miraj,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mishael,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bakayar Mishima,NA,Male,NA,NA,1000,NE,NA,Yellow,wot
Atal Mishraile,NA,Male,NA,NA,NA,NA,NA,Golden,wot
Beslan Mitsobar,NA,Male,NA,NA,NA,NA,NA,Black,wot
Fen Mizar,NA,Male,NA,NA,NA,NA,NA,Black,wot
Moad din Nopara Red Hawk,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Hal Moir,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaric Mondoran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Luthair Paendrag Mondwin,NA,Male,967,FY,NA,NA,NA,NA,wot
Moor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Almurat Mor,NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Mord,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mordeth,NA,Male,NA,NA,NA,NA,NA,NA,wot
Morear,NA,Male,NA,NA,NA,NA,NA,NA,wot
Morel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Moridin,NA,Male,NA,NA,NA,NA,NA,Black,wot
Fedwin Morr,NA,Male,984,NE,1000,NE,16,NA,wot
Moshea,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mosk the Giant,NA,Male,NA,NA,NA,NA,NA,NA,wot
Muadh,NA,Male,NA,NA,999,NE,NA,NA,wot
Leuese Mulan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alpert Mull,NA,Male,NA,NA,NA,NA,NA,NA,wot
Muradin,NA,Male,NA,NA,999,NE,NA,NA,wot
Murdoc,NA,Male,NA,NA,NA,NA,NA,NA,wot
Murel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Murellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Musar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Musenge,NA,Male,NA,NA,NA,NA,NA,NA,wot
Musicar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mutch,NA,Male,NA,NA,NA,NA,NA,NA,wot
Reo Myershi,NA,Male,NA,NA,NA,NA,NA,NA,wot
Myk,NA,Male,NA,NA,NA,NA,NA,NA,wot
Naath,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hirare Nachiman,NA,Male,NA,NA,976,NE,NA,NA,wot
Paitar Nachiman,74,Male,937,NE,NA,NA,NA,Gray,wot
Nad,NA,Male,NA,NA,NA,NA,NA,Black,wot
Nadoc,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nadric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Naeff,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mikhel Najirah,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Arlen Nalaam,NA,Male,971,NE,NA,NA,NA,NA,wot
Aranvor Naldwinn,NA,Male,NA,NA,978,NE,NA,NA,wot
Haster Nalmat,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nangu,NA,Male,NA,NA,1000,NE,NA,NA,wot
Spiron Narettin den Sovar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nashif,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ahran Nawaz,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jalaam Lazari,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nazran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fager Neald,NA,Male,NA,NA,NA,NA,NA,NA,wot
Blaeric Negina,NA,Male,NA,NA,NA,NA,NA,Black,wot
Admer Nem,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nengar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Varil Nensen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Agni Neres,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nerim,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Gwil Nermasiv,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ershin Netari,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nethan Conwy,73,Male,NA,NA,NA,NA,NA,White,wot
Tal Nethin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nevin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Niagen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pedron Niall,NA,Male,911,NE,1000,NE,89,White,wot
Nikiol Dianatkhah,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nico,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nidao,NA,Male,NA,NA,998,NE,NA,NA,wot
Nils,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaalam Nishur,NA,Male,NA,NA,1000,NE,NA,NA,wot
Noam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barmanes Nolaisen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Uno Nomesta,NA,Male,NA,NA,NA,NA,NA,Black,wot
Noram,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kaisel Noramaga,NA,Male,NA,NA,NA,NA,NA,NA,wot
Noreladim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Norowhin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Halwin Norry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Conail Northan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Marac Pandelaros den Norvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Luan Norwelyn,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Coerid Nosar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Norodim Nosokawa,NA,Male,NA,NA,NA,NA,NA,NA,wot
Faverde Nothish,NA,Male,NA,NA,NA,NA,NA,NA,wot
Istaban Novares,NA,Male,NA,NA,NA,NA,NA,NA,wot
Havien Nurelle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Niach Okatomo,NA,Male,NA,NA,NA,NA,NA,NA,wot
Olver,NA,Male,989,NE,NA,NA,NA,NA,wot
Abdel Omerna,NA,Male,NA,NA,1000,NE,NA,White,wot
Daerid Ondin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Oratar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Orban,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Ortis,NA,Male,NA,NA,NA,NA,NA,NA,wot
Osan'gar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Amondrid Osiellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Oswalt,NA,Male,NA,NA,NA,NA,NA,NA,wot
Otarin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Owein,NA,Male,NA,NA,999,NE,NA,NA,wot
Eagan Padros,NA,Male,NA,NA,1000,NE,NA,NA,wot
Padry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master Padwhin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tuck Padwhin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Paedrig the Peacemaker,NA,Male,NA,NA,NA,NA,NA,NA,wot
Algwyn Paendrag,NA,Male,NA,NA,NA,NA,NA,NA,wot
Halvate Paendrag,NA,Male,NA,NA,NA,NA,NA,NA,wot
Modair Paendrag,NA,Male,942,FY,959,FY,17,NA,wot
Paers,NA,Male,NA,NA,NA,NA,NA,NA,wot
Paetram (Kandori merchant),NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Palvear,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pappil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Parelean,NA,Male,NA,NA,1000,NE,NA,NA,wot
Jander Parentakis,NA,Male,NA,NA,NA,NA,NA,NA,wot
Patrim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pelateos,NA,Male,NA,NA,NA,NA,NA,NA,wot
Algarin Pendaloan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Emarin Pendaloan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Abelle Pendar,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Aubrem Pensenor,NA,Male,NA,NA,NA,NA,NA,White,wot
Pevin,NA,Male,NA,NA,999,NE,NA,Gray,wot
Mervin Poel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Posavina,NA,Male,NA,NA,NA,NA,NA,NA,wot
Powl,NA,Male,NA,NA,NA,NA,NA,NA,wot
Qi,NA,Male,NA,NA,NA,NA,NA,NA,wot
Raab,NA,Male,NA,NA,NA,NA,NA,NA,wot
Radlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Raen,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Ragan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ragon,NA,Male,NA,NA,1000,NE,NA,NA,wot
Rahman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rahvin,NA,Male,-500,AB,999,NE,3984,Black,wot
Keemlin Rai,NA,Male,NA,NA,1000,NE,NA,NA,wot
Malenarin Rai,NA,Male,NA,NA,1000,NE,NA,NA,wot
Rajabi,NA,Male,NA,NA,1000,NE,NA,NA,wot
Rajar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rakim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Joal Ramedar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ramey,NA,Male,NA,NA,NA,NA,NA,NA,wot
Santal Ramoth,NA,Male,NA,NA,NA,NA,NA,NA,wot
Piqor Ramshalan,NA,Male,NA,NA,NA,NA,NA,Black,wot
Kalyan Ramsin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rylen t'Boriden Rashad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rashan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rebek,NA,Male,NA,NA,NA,NA,NA,NA,wot
Redbord,NA,Male,NA,NA,NA,NA,NA,NA,wot
Will Reeve,NA,Male,NA,NA,1000,NE,NA,NA,wot
Reimon,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Remedan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hanselle Renshar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rett,NA,Male,NA,NA,1000,NE,NA,NA,wot
Rhodric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rhuarc,NA,Male,NA,NA,NA,NA,NA,Red,wot
Galldrian Riatin,NA,Male,NA,NA,998,NE,NA,NA,wot
Toram Riatin,NA,Male,NA,NA,21,S,NA,Dark,wot
Riddem,NA,Male,NA,NA,1000,NE,NA,NA,wot
Torven Rikshan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rinnin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rion,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rittle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Manel Rochaid,NA,Male,NA,NA,1000,NE,NA,NA,wot
Bavin Rockshaw,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Rodic,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gorin Rogad,NA,Male,NA,NA,995,NE,NA,NA,wot
Roidan,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Roidelle,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Rolan,NA,Male,NA,NA,1000,NE,NA,NA,wot
Eurian Romavni,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ronam,NA,Male,990,NE,NA,NA,NA,NA,wot
Ronan,NA,Male,NA,NA,6,TG,NA,White,wot
Ronja,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rorik,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fridwyn Ros,NA,Male,NA,NA,NA,NA,NA,NA,wot
Roshan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rosse,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rossin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Rovair,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rowahn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rumann,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ruthan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ryden,NA,Male,NA,NA,NA,NA,NA,NA,wot
Saddler,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wilbin Saems,NA,Male,NA,NA,NA,NA,NA,NA,wot
Saeric,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Bertome Saighan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sajius,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sammael,NA,Male,-500,AB,1000,NE,3985,Golden,wot
Sammrie,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master Sanche,NA,Male,NA,NA,NA,NA,NA,NA,wot
Asan Sandair,NA,Male,NA,NA,NA,NA,NA,NA,wot
Juilin Sandar,NA,Male,961,NE,NA,NA,NA,Black,wot
Sandip,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Donalo Sandomere,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sanduin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Weiramon Saniago,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Sanor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Santes,NA,Male,NA,NA,1000,NE,NA,NA,wot
Agardo Saranche,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jarid Sarand,NA,Male,NA,NA,NA,NA,NA,NA,wot
Surlivan Sarat,NA,Male,NA,NA,NA,NA,NA,NA,wot
Einor Saren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sarien,NA,Male,NA,NA,999,NE,NA,NA,wot
Sayer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sedrin,NA,Male,NA,NA,999,NE,NA,NA,wot
Seirin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Edorion Selorna,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Jeordwyn Semaris den Tropan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Senar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Serden,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alin Seroku,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Setagana,NA,Male,NA,NA,1000,NE,NA,Dark,wot
Seve,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shaen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Elver Shaene,NA,Male,NA,NA,NA,NA,NA,NA,wot
Burin Shaeren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Joni Shagrin,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Shaidar Haran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shandin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shaofan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sharbon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shedren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Avi Shendar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kyril Shianri,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shimron,NA,Male,NA,NA,1000,NE,NA,White,wot
Ingtar Shinowa,NA,Male,NA,NA,998,NE,NA,Dark,wot
Shiv,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shivan the Hunter,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mahiro Shukosa,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Amenar Shumada,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sigmont,NA,Male,NA,NA,NA,NA,NA,NA,wot
Silvic,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jar Silvin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Sim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Simaan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Simion,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ranun Sinah,NA,Male,NA,NA,1000,NE,NA,NA,wot
Darlin Sisnera,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Jon Skellit,NA,Male,NA,NA,NA,NA,NA,NA,wot
Slayer,NA,Male,NA,NA,NA,NA,NA,Red,wot
Sleete,NA,Male,NA,NA,NA,NA,NA,Black,wot
Snelle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Snert,NA,Male,NA,NA,NA,NA,NA,NA,wot
Reed Soalen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Robb Solter,NA,Male,NA,NA,NA,NA,NA,NA,wot
Soro,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sorrentin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jarel Soukovni,NA,Male,NA,NA,NA,NA,NA,NA,wot
Spar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Speral,NA,Male,NA,NA,NA,NA,NA,NA,wot
Staven,NA,Male,NA,NA,1000,NE,NA,NA,wot
Steler,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mattin Stepaneos den Balgar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Stepin,NA,Male,NA,NA,979,NE,NA,NA,wot
Yurian Stonebow,NA,Male,NA,NA,1308,AB,NA,NA,wot
Strom,NA,Male,NA,NA,NA,NA,NA,NA,wot
Suladric,NA,Male,NA,NA,999,NE,NA,NA,wot
Sulwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Calwyn Sutoma,NA,Male,NA,NA,NA,NA,NA,Black,wot
Symon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dobraine Taborwin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Tadvishm,NA,Male,NA,NA,NA,NA,NA,NA,wot
Frask Taglien,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mazrim Taim,NA,Male,972,NE,1000,NE,28,Black,wot
Takai,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eram Talkend,NA,Male,NA,NA,NA,NA,NA,NA,wot
Martyn Tallanvor,NA,Male,971,NE,NA,NA,NA,NA,wot
Talric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aleshin Talvaen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cynric Talvaen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tamaav,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tammuz,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tamrin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tando,NA,Male,NA,NA,NA,NA,NA,NA,wot
Artur Hawkwing,NA,Male,912,FY,994,FY,82,Black,wot
Taric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tarra,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tarran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Quillin Tasil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tavalad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tavan Shandare,NA,Male,NA,NA,1000,NE,NA,NA,wot
Elricain Tavolin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Georg Tazanovni,NA,Male,NA,NA,NA,NA,NA,NA,wot
Teacal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tedosian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tefan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Telabin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tellaen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tema,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Temanin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ishigari Terasian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Teva,NA,Male,NA,NA,NA,NA,NA,NA,wot
Berin Thane,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaim Thane,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jon Thane,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lem Thane,NA,Male,NA,NA,NA,NA,NA,NA,wot
Theodohr,NA,Male,NA,NA,NA,NA,NA,NA,wot
Theril,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lews Therin Telamon,NA,Male,NA,NA,NA,NA,NA,Brown,wot
Thorin al Toren al Ban,NA,Male,NA,NA,NA,NA,NA,NA,wot
Thulin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Thum,NA,Male,NA,NA,1000,NE,NA,NA,wot
Tiam of Gazar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Liam Tiglar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rodrivar Tihera,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Tijds,NA,Male,NA,NA,NA,NA,NA,Black,wot
Timak,NA,Male,NA,NA,NA,NA,NA,NA,wot
Timolan,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Tiras,NA,Male,NA,NA,NA,NA,NA,NA,wot
Varkel Tius,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tobrad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maddin Todande,NA,Male,NA,NA,NA,NA,NA,NA,wot
Easar Togita,67,Male,940,NE,NA,NA,NA,White,wot
Ander Tol,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ceran Tol,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tolmeran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Toma,NA,Male,NA,NA,NA,NA,NA,NA,wot
Toma dur Ahmid,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tomada,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tomas,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Tomil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Toram (Atha'an Miere),NA,Male,NA,NA,NA,NA,NA,Gray,wot
Nerion Torelvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jaim Torfinn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Leof Torfinn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nat Torfinn,NA,Male,NA,NA,NA,NA,NA,White,wot
Thad Torfinn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vram Torkumen,NA,Male,NA,NA,1000,NE,NA,NA,wot
Tormon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kevlyn Torr,NA,Male,NA,NA,NA,NA,NA,NA,wot
Peral Torval,NA,Male,NA,NA,1000,NE,NA,NA,wot
Noy Torvald,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kin Tovere,NA,Male,NA,NA,NA,NA,NA,NA,wot
Laerid Traehand,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gawyn Trakand,77,Male,979,NE,1000,NE,21,Red,wot
Trask,NA,Male,NA,NA,NA,NA,NA,NA,wot
Trayal,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Triben,NA,Male,NA,NA,NA,NA,NA,NA,wot
Trom,NA,Male,NA,NA,NA,NA,NA,Black,wot
Trost,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tumad Ahzkan,NA,Male,NA,NA,1000,NE,NA,NA,wot
Turan,NA,Male,NA,NA,1000,NE,NA,Black,wot
Turne,NA,Male,NA,NA,NA,NA,NA,Red,wot
Turol,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tymoth,NA,Male,NA,NA,NA,NA,NA,Red,wot
Urien,NA,Male,NA,NA,NA,NA,NA,Red,wot
Uso,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eamon Valda,NA,Male,NA,NA,1000,NE,NA,NA,wot
Eban Vandes,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vane,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Chel Vanin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Varadin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Varek,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vasa,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ryne Venamar,NA,Male,948,NE,979,NE,31,NA,wot
Nathin Sarmain Vendare,NA,Male,NA,NA,NA,NA,NA,NA,wot
Verdin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Veshir,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vestas,NA,Male,NA,NA,NA,NA,NA,NA,wot
Villiam Bloodletter,NA,Male,NA,NA,NA,NA,NA,NA,wot
Evin Vinchova,NA,Male,984,NE,1000,NE,16,NA,wot
Vitalien,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vivian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Vogeler,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brandel Vordarian,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Votabek,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kert Wagoner,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wakeda,NA,Male,NA,NA,1000,NE,NA,NA,wot
Washim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wat,NA,Male,NA,NA,1000,NE,NA,NA,wot
Waylin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Whelborn,NA,Male,NA,NA,1000,NE,NA,NA,wot
Willim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Willim of Maneches,NA,Male,NA,NA,NA,NA,NA,NA,wot
Willin Mantear,NA,Male,NA,NA,NA,NA,NA,NA,wot
Wuan,NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Cyril Wynn,NA,Male,978,NE,NA,NA,NA,NA,wot
Jac Wynn,NA,Male,NA,NA,978,NE,NA,NA,wot
Teryl Wynter,NA,Male,NA,NA,NA,NA,NA,Red,wot
Yakobin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Efraim Yamada,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Yamwick,NA,Male,NA,NA,998,NE,NA,NA,wot
Ned Yarman,NA,Male,NA,NA,1000,NE,NA,Yellow,wot
Yoeli,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kayen Yokata,NA,Male,NA,NA,1000,NE,NA,NA,wot
Yulan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Abaldar Yulan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Yuril,NA,Male,NA,NA,NA,NA,NA,NA,wot
Zang,NA,Male,NA,NA,NA,NA,NA,NA,wot
Zeram,NA,Male,NA,NA,NA,NA,NA,NA,wot
Zhell,NA,Male,NA,NA,NA,NA,NA,NA,wot
Zheres,NA,Male,NA,NA,NA,NA,NA,NA,wot
Adanel,NA,Female,NA,NA,NA,NA,NA,NA,lotr
Adrahil I,NA,Male,1944,TA,NA,TA,NA,NA,lotr
Adrahil II,NA,Male,2917,TA,3010,TA,93,NA,lotr
Aegnor,NA,Male,NA,YT,455,FA,NA,Golden,lotr
Aerin,NA,Female,NA,FA,495,FA,NA,NA,lotr
Ailinel,NA,Female,700,SA,NA,SA,NA,NA,lotr
